depth (m abs)	year
15.261	1774.201256
15.262	1774.197916
15.263	1774.194576
15.264	1774.191236
15.265	1774.187894
15.266	1774.184554
15.267	1774.181214
15.268	1774.177874
15.269	1774.174533
15.27	1774.171193
15.271	1774.167853
15.272	1774.164513
15.273	1774.161172
15.274	1774.157831
15.275	1774.154491
15.276	1774.151151
15.277	1774.14781
15.278	1774.14447
15.279	1774.14113
15.28	1774.137789
15.281	1774.134449
15.282	1774.131109
15.283	1774.127768
15.284	1774.124427
15.285	1774.121087
15.286	1774.117747
15.287	1774.114407
15.288	1774.111066
15.289	1774.107726
15.29	1774.104386
15.291	1774.101045
15.292	1774.097704
15.293	1774.094364
15.294	1774.091024
15.295	1774.087683
15.296	1774.084343
15.297	1774.081003
15.298	1774.077663
15.299	1774.074322
15.3	1774.070982
15.301	1774.067641
15.302	1774.064301
15.303	1774.06096
15.304	1774.05762
15.305	1774.05428
15.306	1774.05094
15.307	1774.047599
15.308	1774.044259
15.309	1774.040918
15.31	1774.037577
15.311	1774.034237
15.312	1774.030897
15.313	1774.027557
15.314	1774.024216
15.315	1774.020876
15.316	1774.017536
15.317	1774.014196
15.318	1774.010855
15.319	1774.007514
15.32	1774.004174
15.321	1774.000834
15.322	1773.997493
15.323	1773.994153
15.324	1773.990813
15.325	1773.987473
15.326	1773.984132
15.327	1773.980791
15.328	1773.977451
15.329	1773.97411
15.33	1773.97077
15.331	1773.96743
15.332	1773.96409
15.333	1773.960749
15.334	1773.957409
15.335	1773.954069
15.336	1773.950728
15.337	1773.947387
15.338	1773.944047
15.339	1773.940707
15.34	1773.937367
15.341	1773.934026
15.342	1773.930686
15.343	1773.927346
15.344	1773.924005
15.345	1773.920664
15.346	1773.917324
15.347	1773.913984
15.348	1773.910643
15.349	1773.907303
15.35	1773.903963
15.351	1773.900623
15.352	1773.897282
15.353	1773.893942
15.354	1773.890601
15.355	1773.886655
15.356	1773.882577
15.357	1773.878497
15.358	1773.874419
15.359	1773.87034
15.36	1773.866262
15.361	1773.862183
15.362	1773.858104
15.363	1773.854025
15.364	1773.849946
15.365	1773.845868
15.366	1773.841789
15.367	1773.837711
15.368	1773.833631
15.369	1773.829553
15.37	1773.825474
15.371	1773.821395
15.372	1773.817316
15.373	1773.813238
15.374	1773.809158
15.375	1773.80508
15.376	1773.801001
15.377	1773.796923
15.378	1773.792843
15.379	1773.788765
15.38	1773.784686
15.381	1773.780607
15.382	1773.776528
15.383	1773.77245
15.384	1773.768371
15.385	1773.764292
15.386	1773.760213
15.387	1773.756135
15.388	1773.752055
15.389	1773.747977
15.39	1773.743898
15.391	1773.739819
15.392	1773.73574
15.393	1773.731662
15.394	1773.727583
15.395	1773.723504
15.396	1773.719426
15.397	1773.715347
15.398	1773.711268
15.399	1773.707189
15.4	1773.703111
15.401	1773.699032
15.402	1773.694953
15.403	1773.690874
15.404	1773.686796
15.405	1773.682716
15.406	1773.678638
15.407	1773.674559
15.408	1773.670481
15.409	1773.666401
15.41	1773.662323
15.411	1773.658244
15.412	1773.654165
15.413	1773.650086
15.414	1773.646008
15.415	1773.641928
15.416	1773.63785
15.417	1773.633771
15.418	1773.629693
15.419	1773.625613
15.42	1773.621535
15.421	1773.617456
15.422	1773.613377
15.423	1773.609298
15.424	1773.60522
15.425	1773.601141
15.426	1773.597062
15.427	1773.592984
15.428	1773.588905
15.429	1773.584826
15.43	1773.580747
15.431	1773.576669
15.432	1773.572589
15.433	1773.568511
15.434	1773.564432
15.435	1773.560354
15.436	1773.556274
15.437	1773.552196
15.438	1773.548117
15.439	1773.544038
15.44	1773.539959
15.441	1773.535881
15.442	1773.531802
15.443	1773.527723
15.444	1773.523644
15.445	1773.519566
15.446	1773.515486
15.447	1773.511408
15.448	1773.507329
15.449	1773.503251
15.45	1773.499171
15.451	1773.495093
15.452	1773.491014
15.453	1773.486935
15.454	1773.482856
15.455	1773.478778
15.456	1773.474699
15.457	1773.47062
15.458	1773.466541
15.459	1773.462463
15.46	1773.458384
15.461	1773.454305
15.462	1773.450227
15.463	1773.446147
15.464	1773.442069
15.465	1773.43799
15.466	1773.433912
15.467	1773.429832
15.468	1773.425754
15.469	1773.421675
15.47	1773.417596
15.471	1773.413517
15.472	1773.409439
15.473	1773.40536
15.474	1773.401281
15.475	1773.397202
15.476	1773.393124
15.477	1773.389044
15.478	1773.384966
15.479	1773.380887
15.48	1773.376808
15.481	1773.372729
15.482	1773.368651
15.483	1773.364572
15.484	1773.360493
15.485	1773.356414
15.486	1773.352336
15.487	1773.348257
15.488	1773.344178
15.489	1773.340099
15.49	1773.336021
15.491	1773.331942
15.492	1773.327863
15.493	1773.323785
15.494	1773.319705
15.495	1773.315627
15.496	1773.311548
15.497	1773.307469
15.498	1773.30339
15.499	1773.299312
15.5	1773.295233
15.501	1773.291154
15.502	1773.287075
15.503	1773.282997
15.504	1773.278917
15.505	1773.274839
15.506	1773.27076
15.507	1773.266682
15.508	1773.262602
15.509	1773.258524
15.51	1773.254445
15.511	1773.250366
15.512	1773.246287
15.513	1773.242209
15.514	1773.23813
15.515	1773.234051
15.516	1773.229972
15.517	1773.225894
15.518	1773.221814
15.519	1773.217736
15.52	1773.213657
15.521	1773.209578
15.522	1773.2055
15.523	1773.201421
15.524	1773.197342
15.525	1773.193263
15.526	1773.189185
15.527	1773.185106
15.528	1773.181027
15.529	1773.176948
15.53	1773.17287
15.531	1773.168791
15.532	1773.164712
15.533	1773.160633
15.534	1773.156555
15.535	1773.152475
15.536	1773.148397
15.537	1773.144318
15.538	1773.140239
15.539	1773.13616
15.54	1773.132082
15.541	1773.128003
15.542	1773.123924
15.543	1773.119845
15.544	1773.115767
15.545	1773.111687
15.546	1773.107609
15.547	1773.10353
15.548	1773.099452
15.549	1773.095372
15.55	1773.091294
15.551	1773.087215
15.552	1773.083136
15.553	1773.079058
15.554	1773.074979
15.555	1773.0709
15.556	1773.066821
15.557	1773.062743
15.558	1773.058664
15.559	1773.054585
15.56	1773.050506
15.561	1773.046428
15.562	1773.042348
15.563	1773.03827
15.564	1773.034191
15.565	1773.030113
15.566	1773.026033
15.567	1773.021955
15.568	1773.017876
15.569	1773.013797
15.57	1773.009718
15.571	1773.00564
15.572	1773.001561
15.573	1772.997482
15.574	1772.994135
15.575	1772.991924
15.576	1772.989713
15.577	1772.987502
15.578	1772.985291
15.579	1772.98308
15.58	1772.98087
15.581	1772.97889
15.582	1772.976911
15.583	1772.974931
15.584	1772.972952
15.585	1772.970973
15.586	1772.968993
15.587	1772.967014
15.588	1772.965035
15.589	1772.963055
15.59	1772.961076
15.591	1772.959096
15.592	1772.957116
15.593	1772.955138
15.594	1772.953158
15.595	1772.951179
15.596	1772.949199
15.597	1772.94722
15.598	1772.945241
15.599	1772.943261
15.6	1772.941282
15.601	1772.939302
15.602	1772.937323
15.603	1772.935344
15.604	1772.933364
15.605	1772.931385
15.606	1772.929405
15.607	1772.927426
15.608	1772.925447
15.609	1772.923467
15.61	1772.921487
15.611	1772.919509
15.612	1772.917529
15.613	1772.91555
15.614	1772.91357
15.615	1772.91159
15.616	1772.909612
15.617	1772.907632
15.618	1772.905653
15.619	1772.903673
15.62	1772.901694
15.621	1772.899715
15.622	1772.897735
15.623	1772.895756
15.624	1772.893776
15.625	1772.891797
15.626	1772.889818
15.627	1772.887838
15.628	1772.885858
15.629	1772.883879
15.63	1772.8819
15.631	1772.879921
15.632	1772.877941
15.633	1772.875961
15.634	1772.873983
15.635	1772.872003
15.636	1772.870024
15.637	1772.868044
15.638	1772.866065
15.639	1772.864086
15.64	1772.862106
15.641	1772.860127
15.642	1772.858147
15.643	1772.856168
15.644	1772.854189
15.645	1772.852209
15.646	1772.850229
15.647	1772.84825
15.648	1772.846271
15.649	1772.844292
15.65	1772.842312
15.651	1772.840332
15.652	1772.838354
15.653	1772.836374
15.654	1772.834395
15.655	1772.832415
15.656	1772.830435
15.657	1772.828457
15.658	1772.826477
15.659	1772.824498
15.66	1772.822518
15.661	1772.820539
15.662	1772.81856
15.663	1772.81658
15.664	1772.8146
15.665	1772.812621
15.666	1772.810642
15.667	1772.808663
15.668	1772.806683
15.669	1772.804703
15.67	1772.802724
15.671	1772.800745
15.672	1772.798766
15.673	1772.796786
15.674	1772.794806
15.675	1772.792828
15.676	1772.790848
15.677	1772.788869
15.678	1772.786889
15.679	1772.784909
15.68	1772.782931
15.681	1772.780951
15.682	1772.778971
15.683	1772.776992
15.684	1772.775013
15.685	1772.773034
15.686	1772.771054
15.687	1772.769074
15.688	1772.767095
15.689	1772.765116
15.69	1772.763137
15.691	1772.761157
15.692	1772.759177
15.693	1772.757199
15.694	1772.755219
15.695	1772.75324
15.696	1772.75126
15.697	1772.74928
15.698	1772.747302
15.699	1772.745322
15.7	1772.743342
15.701	1772.741363
15.702	1772.739384
15.703	1772.737405
15.704	1772.735425
15.705	1772.733445
15.706	1772.731466
15.707	1772.729487
15.708	1772.727508
15.709	1772.725528
15.71	1772.723548
15.711	1772.721569
15.712	1772.71959
15.713	1772.717611
15.714	1772.715631
15.715	1772.713651
15.716	1772.711673
15.717	1772.709693
15.718	1772.707713
15.719	1772.705734
15.72	1772.703754
15.721	1772.701776
15.722	1772.699796
15.723	1772.697816
15.724	1772.695837
15.725	1772.693858
15.726	1772.691879
15.727	1772.689899
15.728	1772.687919
15.729	1772.68594
15.73	1772.683961
15.731	1772.681982
15.732	1772.680002
15.733	1772.678022
15.734	1772.676043
15.735	1772.674064
15.736	1772.672084
15.737	1772.670105
15.738	1772.668125
15.739	1772.666147
15.74	1772.664167
15.741	1772.662187
15.742	1772.660208
15.743	1772.658229
15.744	1772.65625
15.745	1772.65427
15.746	1772.65229
15.747	1772.650311
15.748	1772.648332
15.749	1772.646353
15.75	1772.644373
15.751	1772.642393
15.752	1772.640414
15.753	1772.638435
15.754	1772.636455
15.755	1772.634476
15.756	1772.632496
15.757	1772.630518
15.758	1772.628538
15.759	1772.626558
15.76	1772.624579
15.761	1772.622599
15.762	1772.620621
15.763	1772.618641
15.764	1772.616661
15.765	1772.614682
15.766	1772.612703
15.767	1772.610724
15.768	1772.608744
15.769	1772.606764
15.77	1772.604785
15.771	1772.602806
15.772	1772.600826
15.773	1772.598847
15.774	1772.596867
15.775	1772.594888
15.776	1772.592909
15.777	1772.590929
15.778	1772.58895
15.779	1772.58697
15.78	1772.584992
15.781	1772.583012
15.782	1772.581032
15.783	1772.579053
15.784	1772.577073
15.785	1772.575095
15.786	1772.573115
15.787	1772.571135
15.788	1772.569156
15.789	1772.567177
15.79	1772.565197
15.791	1772.563218
15.792	1772.561238
15.793	1772.559259
15.794	1772.55728
15.795	1772.5553
15.796	1772.553321
15.797	1772.551341
15.798	1772.549362
15.799	1772.547383
15.8	1772.545403
15.801	1772.543319
15.802	1772.541235
15.803	1772.539151
15.804	1772.537066
15.805	1772.534982
15.806	1772.532898
15.807	1772.530814
15.808	1772.528729
15.809	1772.526645
15.81	1772.52456
15.811	1772.522476
15.812	1772.520392
15.813	1772.518308
15.814	1772.516223
15.815	1772.514139
15.816	1772.512054
15.817	1772.509971
15.818	1772.507886
15.819	1772.505802
15.82	1772.503717
15.821	1772.501633
15.822	1772.499549
15.823	1772.497465
15.824	1772.495381
15.825	1772.493296
15.826	1772.491212
15.827	1772.489128
15.828	1772.487044
15.829	1772.484959
15.83	1772.482875
15.831	1772.48079
15.832	1772.478707
15.833	1772.476622
15.834	1772.474538
15.835	1772.472453
15.836	1772.470369
15.837	1772.468284
15.838	1772.466201
15.839	1772.464116
15.84	1772.462032
15.841	1772.459948
15.842	1772.457863
15.843	1772.45578
15.844	1772.453695
15.845	1772.451611
15.846	1772.449526
15.847	1772.447442
15.848	1772.445358
15.849	1772.443274
15.85	1772.441189
15.851	1772.439105
15.852	1772.43702
15.853	1772.434937
15.854	1772.432852
15.855	1772.430768
15.856	1772.428683
15.857	1772.426599
15.858	1772.424515
15.859	1772.422431
15.86	1772.420346
15.861	1772.418262
15.862	1772.416178
15.863	1772.414094
15.864	1772.41201
15.865	1772.409925
15.866	1772.407841
15.867	1772.405756
15.868	1772.403672
15.869	1772.401588
15.87	1772.399504
15.871	1772.397419
15.872	1772.395335
15.873	1772.39325
15.874	1772.391167
15.875	1772.389082
15.876	1772.386998
15.877	1772.384913
15.878	1772.382829
15.879	1772.380745
15.88	1772.378661
15.881	1772.376576
15.882	1772.374492
15.883	1772.372408
15.884	1772.370324
15.885	1772.36824
15.886	1772.366155
15.887	1772.364071
15.888	1772.361986
15.889	1772.359903
15.89	1772.357818
15.891	1772.355734
15.892	1772.353649
15.893	1772.351565
15.894	1772.34948
15.895	1772.347397
15.896	1772.345312
15.897	1772.343228
15.898	1772.341143
15.899	1772.339059
15.9	1772.336975
15.901	1772.334891
15.902	1772.332807
15.903	1772.330722
15.904	1772.328638
15.905	1772.326554
15.906	1772.32447
15.907	1772.322385
15.908	1772.320301
15.909	1772.318216
15.91	1772.316133
15.911	1772.314048
15.912	1772.311964
15.913	1772.309879
15.914	1772.307795
15.915	1772.305711
15.916	1772.303627
15.917	1772.301542
15.918	1772.299458
15.919	1772.297373
15.92	1772.295289
15.921	1772.293205
15.922	1772.291121
15.923	1772.289037
15.924	1772.286952
15.925	1772.284868
15.926	1772.282784
15.927	1772.2807
15.928	1772.278615
15.929	1772.276531
15.93	1772.274446
15.931	1772.272363
15.932	1772.270278
15.933	1772.268194
15.934	1772.266109
15.935	1772.264025
15.936	1772.261941
15.937	1772.259857
15.938	1772.257772
15.939	1772.255688
15.94	1772.253603
15.941	1772.25152
15.942	1772.249435
15.943	1772.247351
15.944	1772.245267
15.945	1772.243182
15.946	1772.241098
15.947	1772.239014
15.948	1772.23693
15.949	1772.234845
15.95	1772.232761
15.951	1772.230676
15.952	1772.228593
15.953	1772.226508
15.954	1772.224424
15.955	1772.222339
15.956	1772.220255
15.957	1772.218171
15.958	1772.216087
15.959	1772.214002
15.96	1772.211918
15.961	1772.209834
15.962	1772.20775
15.963	1772.205665
15.964	1772.203581
15.965	1772.201497
15.966	1772.199412
15.967	1772.197329
15.968	1772.195244
15.969	1772.19316
15.97	1772.191075
15.971	1772.188991
15.972	1772.186906
15.973	1772.184823
15.974	1772.182738
15.975	1772.180654
15.976	1772.178569
15.977	1772.176485
15.978	1772.174401
15.979	1772.172317
15.98	1772.170232
15.981	1772.168148
15.982	1772.166064
15.983	1772.16398
15.984	1772.161896
15.985	1772.159811
15.986	1772.157727
15.987	1772.155642
15.988	1772.153559
15.989	1772.151474
15.99	1772.14939
15.991	1772.147305
15.992	1772.145221
15.993	1772.143137
15.994	1772.141053
15.995	1772.138968
15.996	1772.136884
15.997	1772.134799
15.998	1772.132715
15.999	1772.130631
16	1772.128547
16.001	1772.126462
16.002	1772.124378
16.003	1772.122294
16.004	1772.12021
16.005	1772.118126
16.006	1772.116041
16.007	1772.113957
16.008	1772.111872
16.009	1772.109789
16.01	1772.107704
16.011	1772.10562
16.012	1772.103535
16.013	1772.101451
16.014	1772.099388
16.015	1772.097371
16.016	1772.095355
16.017	1772.093339
16.018	1772.091322
16.019	1772.089306
16.02	1772.087289
16.021	1772.085273
16.022	1772.083256
16.023	1772.08124
16.024	1772.079223
16.025	1772.077207
16.026	1772.075191
16.027	1772.073174
16.028	1772.071158
16.029	1772.069141
16.03	1772.067125
16.031	1772.065108
16.032	1772.063092
16.033	1772.061076
16.034	1772.059059
16.035	1772.057043
16.036	1772.055026
16.037	1772.05301
16.038	1772.050993
16.039	1772.048977
16.04	1772.046961
16.041	1772.044944
16.042	1772.042928
16.043	1772.040911
16.044	1772.038895
16.045	1772.036878
16.046	1772.034862
16.047	1772.032845
16.048	1772.030829
16.049	1772.028813
16.05	1772.026796
16.051	1772.02478
16.052	1772.022763
16.053	1772.020747
16.054	1772.01873
16.055	1772.016714
16.056	1772.014698
16.057	1772.012681
16.058	1772.010665
16.059	1772.008648
16.06	1772.006632
16.061	1772.004615
16.062	1772.002599
16.063	1772.000583
16.064	1771.998566
16.065	1771.99655
16.066	1771.994534
16.067	1771.992518
16.068	1771.990501
16.069	1771.988485
16.07	1771.986468
16.071	1771.984452
16.072	1771.982435
16.073	1771.980419
16.074	1771.978403
16.075	1771.976386
16.076	1771.97437
16.077	1771.972353
16.078	1771.970337
16.079	1771.96832
16.08	1771.966304
16.081	1771.964288
16.082	1771.962271
16.083	1771.960255
16.084	1771.958238
16.085	1771.956222
16.086	1771.954205
16.087	1771.952189
16.088	1771.950173
16.089	1771.948156
16.09	1771.94614
16.091	1771.944123
16.092	1771.942107
16.093	1771.94009
16.094	1771.938074
16.095	1771.936057
16.096	1771.934041
16.097	1771.932025
16.098	1771.930008
16.099	1771.927992
16.1	1771.925975
16.101	1771.923959
16.102	1771.921942
16.103	1771.919926
16.104	1771.91791
16.105	1771.915893
16.106	1771.913877
16.107	1771.91186
16.108	1771.909844
16.109	1771.907827
16.11	1771.905811
16.111	1771.903795
16.112	1771.901778
16.113	1771.899762
16.114	1771.897745
16.115	1771.895729
16.116	1771.893712
16.117	1771.891696
16.118	1771.889679
16.119	1771.887663
16.12	1771.885647
16.121	1771.88363
16.122	1771.881614
16.123	1771.879598
16.124	1771.877582
16.125	1771.875565
16.126	1771.873549
16.127	1771.871532
16.128	1771.869516
16.129	1771.8675
16.13	1771.865483
16.131	1771.863467
16.132	1771.86145
16.133	1771.859434
16.134	1771.857417
16.135	1771.855401
16.136	1771.853385
16.137	1771.851368
16.138	1771.849352
16.139	1771.847335
16.14	1771.845319
16.141	1771.843302
16.142	1771.841286
16.143	1771.839269
16.144	1771.837253
16.145	1771.835237
16.146	1771.83322
16.147	1771.831204
16.148	1771.829187
16.149	1771.827171
16.15	1771.825154
16.151	1771.823138
16.152	1771.821122
16.153	1771.819105
16.154	1771.817089
16.155	1771.815072
16.156	1771.813056
16.157	1771.811039
16.158	1771.809023
16.159	1771.807007
16.16	1771.80499
16.161	1771.802974
16.162	1771.800957
16.163	1771.798941
16.164	1771.796924
16.165	1771.794908
16.166	1771.792891
16.167	1771.790875
16.168	1771.788859
16.169	1771.786842
16.17	1771.784826
16.171	1771.782809
16.172	1771.780793
16.173	1771.778776
16.174	1771.77676
16.175	1771.774744
16.176	1771.772727
16.177	1771.770711
16.178	1771.768694
16.179	1771.766678
16.18	1771.764661
16.181	1771.762646
16.182	1771.760629
16.183	1771.758613
16.184	1771.756597
16.185	1771.75458
16.186	1771.752564
16.187	1771.750547
16.188	1771.748531
16.189	1771.746514
16.19	1771.744498
16.191	1771.742482
16.192	1771.740465
16.193	1771.738449
16.194	1771.736432
16.195	1771.734416
16.196	1771.732399
16.197	1771.730383
16.198	1771.728366
16.199	1771.72635
16.2	1771.724334
16.201	1771.722317
16.202	1771.720301
16.203	1771.718284
16.204	1771.716268
16.205	1771.714251
16.206	1771.712235
16.207	1771.710219
16.208	1771.708202
16.209	1771.706186
16.21	1771.704169
16.211	1771.702153
16.212	1771.700136
16.213	1771.69812
16.214	1771.696104
16.215	1771.694087
16.216	1771.692071
16.217	1771.690054
16.218	1771.688038
16.219	1771.686021
16.22	1771.684005
16.221	1771.681988
16.222	1771.679972
16.223	1771.677956
16.224	1771.675939
16.225	1771.673923
16.226	1771.671906
16.227	1771.66989
16.228	1771.667873
16.229	1771.665857
16.23	1771.663841
16.231	1771.661824
16.232	1771.659808
16.233	1771.657791
16.234	1771.655775
16.235	1771.653758
16.236	1771.651742
16.237	1771.649726
16.238	1771.64771
16.239	1771.645694
16.24	1771.643677
16.241	1771.641661
16.242	1771.639644
16.243	1771.637628
16.244	1771.635611
16.245	1771.633595
16.246	1771.631578
16.247	1771.629562
16.248	1771.627546
16.249	1771.625529
16.25	1771.623513
16.251	1771.621496
16.252	1771.61948
16.253	1771.617463
16.254	1771.615447
16.255	1771.613431
16.256	1771.611414
16.257	1771.609398
16.258	1771.607381
16.259	1771.605365
16.26	1771.603348
16.261	1771.601332
16.262	1771.599316
16.263	1771.597299
16.264	1771.595283
16.265	1771.593266
16.266	1771.59125
16.267	1771.589233
16.268	1771.587217
16.269	1771.5852
16.27	1771.583184
16.271	1771.581168
16.272	1771.579151
16.273	1771.577135
16.274	1771.575118
16.275	1771.573102
16.276	1771.571085
16.277	1771.569069
16.278	1771.567053
16.279	1771.565036
16.28	1771.56302
16.281	1771.561003
16.282	1771.558987
16.283	1771.55697
16.284	1771.554954
16.285	1771.552938
16.286	1771.550921
16.287	1771.548905
16.288	1771.546888
16.289	1771.544872
16.29	1771.542855
16.291	1771.540839
16.292	1771.538822
16.293	1771.536806
16.294	1771.53479
16.295	1771.532773
16.296	1771.530758
16.297	1771.528741
16.298	1771.526725
16.299	1771.524708
16.3	1771.522692
16.301	1771.520675
16.302	1771.518659
16.303	1771.516643
16.304	1771.514626
16.305	1771.51261
16.306	1771.510593
16.307	1771.508577
16.308	1771.50656
16.309	1771.504544
16.31	1771.502528
16.311	1771.500511
16.312	1771.498495
16.313	1771.496478
16.314	1771.494462
16.315	1771.492445
16.316	1771.490429
16.317	1771.488412
16.318	1771.486396
16.319	1771.48438
16.32	1771.482363
16.321	1771.480347
16.322	1771.47833
16.323	1771.476314
16.324	1771.474297
16.325	1771.472281
16.326	1771.470265
16.327	1771.468248
16.328	1771.466232
16.329	1771.464215
16.33	1771.462199
16.331	1771.460182
16.332	1771.458166
16.333	1771.45615
16.334	1771.454133
16.335	1771.452117
16.336	1771.4501
16.337	1771.448084
16.338	1771.446067
16.339	1771.444051
16.34	1771.442034
16.341	1771.440018
16.342	1771.438002
16.343	1771.435985
16.344	1771.433969
16.345	1771.431952
16.346	1771.429936
16.347	1771.427919
16.348	1771.425903
16.349	1771.423887
16.35	1771.42187
16.351	1771.419854
16.352	1771.417837
16.353	1771.415822
16.354	1771.413805
16.355	1771.411789
16.356	1771.409772
16.357	1771.407756
16.358	1771.40574
16.359	1771.403723
16.36	1771.401707
16.361	1771.39969
16.362	1771.397674
16.363	1771.395657
16.364	1771.393641
16.365	1771.391625
16.366	1771.389608
16.367	1771.387592
16.368	1771.385575
16.369	1771.383559
16.37	1771.381542
16.371	1771.379526
16.372	1771.377509
16.373	1771.375493
16.374	1771.373477
16.375	1771.37146
16.376	1771.369444
16.377	1771.367427
16.378	1771.365411
16.379	1771.363394
16.38	1771.361378
16.381	1771.359362
16.382	1771.357345
16.383	1771.355329
16.384	1771.353312
16.385	1771.351296
16.386	1771.349279
16.387	1771.347263
16.388	1771.345247
16.389	1771.34323
16.39	1771.341214
16.391	1771.339197
16.392	1771.337181
16.393	1771.335164
16.394	1771.333148
16.395	1771.331131
16.396	1771.329115
16.397	1771.327099
16.398	1771.325082
16.399	1771.323066
16.4	1771.321049
16.401	1771.319033
16.402	1771.317016
16.403	1771.315
16.404	1771.312984
16.405	1771.310967
16.406	1771.308951
16.407	1771.306934
16.408	1771.304918
16.409	1771.302901
16.41	1771.300886
16.411	1771.298869
16.412	1771.296853
16.413	1771.294837
16.414	1771.29282
16.415	1771.290804
16.416	1771.288787
16.417	1771.286771
16.418	1771.284754
16.419	1771.282738
16.42	1771.280721
16.421	1771.278705
16.422	1771.276689
16.423	1771.274672
16.424	1771.272656
16.425	1771.270639
16.426	1771.268623
16.427	1771.266606
16.428	1771.26459
16.429	1771.262574
16.43	1771.260557
16.431	1771.258541
16.432	1771.256524
16.433	1771.254508
16.434	1771.252491
16.435	1771.250475
16.436	1771.248459
16.437	1771.246442
16.438	1771.244426
16.439	1771.242409
16.44	1771.240393
16.441	1771.238376
16.442	1771.23636
16.443	1771.234343
16.444	1771.232327
16.445	1771.230311
16.446	1771.228294
16.447	1771.226278
16.448	1771.224261
16.449	1771.222245
16.45	1771.220228
16.451	1771.218212
16.452	1771.216196
16.453	1771.214179
16.454	1771.212163
16.455	1771.210146
16.456	1771.20813
16.457	1771.206113
16.458	1771.202785
16.459	1771.197837
16.46	1771.19289
16.461	1771.187942
16.462	1771.182995
16.463	1771.178047
16.464	1771.1731
16.465	1771.168152
16.466	1771.163204
16.467	1771.158257
16.468	1771.153309
16.469	1771.148362
16.47	1771.143414
16.471	1771.138467
16.472	1771.133519
16.473	1771.128571
16.474	1771.123624
16.475	1771.118676
16.476	1771.113729
16.477	1771.108781
16.478	1771.103834
16.479	1771.098886
16.48	1771.093939
16.481	1771.088991
16.482	1771.084043
16.483	1771.079096
16.484	1771.074148
16.485	1771.069201
16.486	1771.064252
16.487	1771.059305
16.488	1771.054357
16.489	1771.04941
16.49	1771.044462
16.491	1771.039515
16.492	1771.034567
16.493	1771.029619
16.494	1771.024672
16.495	1771.019724
16.496	1771.014777
16.497	1771.009829
16.498	1771.004882
16.499	1770.999934
16.5	1770.994986
16.501	1770.990039
16.502	1770.985091
16.503	1770.980144
16.504	1770.975196
16.505	1770.970249
16.506	1770.965301
16.507	1770.960354
16.508	1770.955406
16.509	1770.950458
16.51	1770.945511
16.511	1770.940563
16.512	1770.935616
16.513	1770.930668
16.514	1770.925721
16.515	1770.920773
16.516	1770.915826
16.517	1770.910878
16.518	1770.90593
16.519	1770.900983
16.52	1770.896035
16.521	1770.891088
16.522	1770.88614
16.523	1770.881193
16.524	1770.876245
16.525	1770.871297
16.526	1770.86635
16.527	1770.861402
16.528	1770.856455
16.529	1770.851507
16.53	1770.84656
16.531	1770.841612
16.532	1770.836665
16.533	1770.831716
16.534	1770.826769
16.535	1770.821821
16.536	1770.816873
16.537	1770.811926
16.538	1770.806978
16.539	1770.802031
16.54	1770.797083
16.541	1770.792136
16.542	1770.787188
16.543	1770.78224
16.544	1770.777293
16.545	1770.772345
16.546	1770.767398
16.547	1770.76245
16.548	1770.757503
16.549	1770.752555
16.55	1770.747608
16.551	1770.74266
16.552	1770.737712
16.553	1770.732765
16.554	1770.727817
16.555	1770.72287
16.556	1770.717922
16.557	1770.712975
16.558	1770.708027
16.559	1770.70308
16.56	1770.698132
16.561	1770.693184
16.562	1770.688237
16.563	1770.683289
16.564	1770.678342
16.565	1770.673394
16.566	1770.668447
16.567	1770.663499
16.568	1770.658551
16.569	1770.653604
16.57	1770.648656
16.571	1770.643709
16.572	1770.638761
16.573	1770.633814
16.574	1770.628866
16.575	1770.623919
16.576	1770.618971
16.577	1770.614023
16.578	1770.609076
16.579	1770.604128
16.58	1770.59918
16.581	1770.594232
16.582	1770.589285
16.583	1770.584337
16.584	1770.57939
16.585	1770.574442
16.586	1770.569495
16.587	1770.564547
16.588	1770.559599
16.589	1770.554652
16.59	1770.549704
16.591	1770.544757
16.592	1770.539809
16.593	1770.534862
16.594	1770.529914
16.595	1770.524966
16.596	1770.520019
16.597	1770.515071
16.598	1770.510124
16.599	1770.505176
16.6	1770.500229
16.601	1770.495281
16.602	1770.490334
16.603	1770.485386
16.604	1770.480438
16.605	1770.475491
16.606	1770.470543
16.607	1770.465596
16.608	1770.460648
16.609	1770.455701
16.61	1770.450753
16.611	1770.445806
16.612	1770.440858
16.613	1770.43591
16.614	1770.430963
16.615	1770.426015
16.616	1770.421068
16.617	1770.41612
16.618	1770.411173
16.619	1770.406225
16.62	1770.401277
16.621	1770.39633
16.622	1770.391382
16.623	1770.386435
16.624	1770.381487
16.625	1770.37654
16.626	1770.371592
16.627	1770.366644
16.628	1770.361696
16.629	1770.356749
16.63	1770.351801
16.631	1770.346853
16.632	1770.341906
16.633	1770.336958
16.634	1770.332011
16.635	1770.327063
16.636	1770.322116
16.637	1770.317168
16.638	1770.31222
16.639	1770.308794
16.64	1770.306607
16.641	1770.30442
16.642	1770.302232
16.643	1770.300045
16.644	1770.297858
16.645	1770.295669
16.646	1770.293482
16.647	1770.291295
16.648	1770.289107
16.649	1770.28692
16.65	1770.284732
16.651	1770.282545
16.652	1770.280358
16.653	1770.27817
16.654	1770.275983
16.655	1770.273795
16.656	1770.271608
16.657	1770.26942
16.658	1770.267232
16.659	1770.265045
