depth (m abs)	year
26.692	1737.304655
26.693	1737.29796
26.694	1737.291265
26.695	1737.28457
26.696	1737.277875
26.697	1737.27118
26.698	1737.264485
26.699	1737.25779
26.7	1737.251095
26.701	1737.2444
26.702	1737.237704
26.703	1737.231009
26.704	1737.224314
26.705	1737.217619
26.706	1737.210924
26.707	1737.204229
26.708	1737.197534
26.709	1737.190839
26.71	1737.184144
26.711	1737.177449
26.712	1737.170754
26.713	1737.164058
26.714	1737.157363
26.715	1737.150668
26.716	1737.143973
26.717	1737.137278
26.718	1737.130583
26.719	1737.123888
26.72	1737.117193
26.721	1737.110498
26.722	1737.103802
26.723	1737.097108
26.724	1737.090412
26.725	1737.083717
26.726	1737.077022
26.727	1737.070327
26.728	1737.063632
26.729	1737.056937
26.73	1737.050242
26.731	1737.043547
26.732	1737.036852
26.733	1737.030156
26.734	1737.023462
26.735	1737.016766
26.736	1737.010072
26.737	1737.003376
26.738	1736.996681
26.739	1736.989986
26.74	1736.983291
26.741	1736.976596
26.742	1736.9699
26.743	1736.963206
26.744	1736.95651
26.745	1736.949816
26.746	1736.94312
26.747	1736.936426
26.748	1736.92973
26.749	1736.923035
26.75	1736.91634
26.751	1736.909645
26.752	1736.90295
26.753	1736.896254
26.754	1736.88956
26.755	1736.882864
26.756	1736.87617
26.757	1736.869474
26.758	1736.86278
26.759	1736.856084
26.76	1736.849389
26.761	1736.842694
26.762	1736.835998
26.763	1736.829304
26.764	1736.822608
26.765	1736.815914
26.766	1736.809218
26.767	1736.802524
26.768	1736.795828
26.769	1736.789134
26.77	1736.782438
26.771	1736.775744
26.772	1736.769048
26.773	1736.762353
26.774	1736.755658
26.775	1736.748962
26.776	1736.744643
26.777	1736.740988
26.778	1736.737333
26.779	1736.733678
26.78	1736.730022
26.781	1736.72627
26.782	1736.722518
26.783	1736.718765
26.784	1736.715013
26.785	1736.711261
26.786	1736.707509
26.787	1736.703756
26.788	1736.700004
26.789	1736.696252
26.79	1736.6925
26.791	1736.688748
26.792	1736.684995
26.793	1736.681243
26.794	1736.67749
26.795	1736.673739
26.796	1736.669986
26.797	1736.666234
26.798	1736.662481
26.799	1736.658729
26.8	1736.654977
26.801	1736.651225
26.802	1736.647473
26.803	1736.64372
26.804	1736.639968
26.805	1736.636216
26.806	1736.632464
26.807	1736.628711
26.808	1736.624959
26.809	1736.621207
26.81	1736.617455
26.811	1736.613702
26.812	1736.60995
26.813	1736.606197
26.814	1736.602446
26.815	1736.598694
26.816	1736.594941
26.817	1736.591189
26.818	1736.587436
26.819	1736.583685
26.82	1736.579932
26.821	1736.57618
26.822	1736.572427
26.823	1736.568675
26.824	1736.564923
26.825	1736.561171
26.826	1736.557418
26.827	1736.553666
26.828	1736.549914
26.829	1736.546162
26.83	1736.54241
26.831	1736.538657
26.832	1736.534905
26.833	1736.531153
26.834	1736.527401
26.835	1736.523648
26.836	1736.519896
26.837	1736.516143
26.838	1736.512392
26.839	1736.508639
26.84	1736.504887
26.841	1736.501135
26.842	1736.497382
26.843	1736.493631
26.844	1736.489878
26.845	1736.486126
26.846	1736.482373
26.847	1736.478621
26.848	1736.474869
26.849	1736.471117
26.85	1736.467364
26.851	1736.463612
26.852	1736.45986
26.853	1736.456108
26.854	1736.452356
26.855	1736.448603
26.856	1736.444851
26.857	1736.441099
26.858	1736.437347
26.859	1736.433594
26.86	1736.429842
26.861	1736.426089
26.862	1736.422338
26.863	1736.418585
26.864	1736.414833
26.865	1736.41108
26.866	1736.407328
26.867	1736.403577
26.868	1736.399824
26.869	1736.396072
26.87	1736.392319
26.871	1736.388567
26.872	1736.384815
26.873	1736.381063
26.874	1736.37731
26.875	1736.373558
26.876	1736.369806
26.877	1736.366054
26.878	1736.362301
26.879	1736.358549
26.88	1736.354797
26.881	1736.351045
26.882	1736.347293
26.883	1736.34354
26.884	1736.339788
26.885	1736.336035
26.886	1736.332284
26.887	1736.328531
26.888	1736.324779
26.889	1736.321026
26.89	1736.317274
26.891	1736.313522
26.892	1736.30977
26.893	1736.306018
26.894	1736.302265
26.895	1736.298513
26.896	1736.294761
26.897	1736.291009
26.898	1736.287256
26.899	1736.283504
26.9	1736.279752
26.901	1736.276
26.902	1736.272247
26.903	1736.268495
26.904	1736.264742
26.905	1736.260991
26.906	1736.257239
26.907	1736.253486
26.908	1736.249734
26.909	1736.245981
26.91	1736.24223
26.911	1736.238477
26.912	1736.234725
26.913	1736.230972
26.914	1736.22722
26.915	1736.223468
26.916	1736.219716
26.917	1736.215963
26.918	1736.212211
26.919	1736.208459
26.92	1736.204707
26.921	1736.200955
26.922	1736.197202
26.923	1736.19345
26.924	1736.189698
26.925	1736.185946
26.926	1736.182193
26.927	1736.178441
26.928	1736.174688
26.929	1736.170937
26.93	1736.167184
26.931	1736.163432
26.932	1736.15968
26.933	1736.155927
26.934	1736.152176
26.935	1736.148423
26.936	1736.144671
26.937	1736.140918
26.938	1736.137166
26.939	1736.133414
26.94	1736.129662
26.941	1736.125909
26.942	1736.122157
26.943	1736.118405
26.944	1736.114653
26.945	1736.110901
26.946	1736.107148
26.947	1736.103396
26.948	1736.099644
26.949	1736.095892
26.95	1736.092139
26.951	1736.088387
26.952	1736.084634
26.953	1736.080883
26.954	1736.07713
26.955	1736.073378
26.956	1736.069625
26.957	1736.065873
26.958	1736.062122
26.959	1736.058369
26.96	1736.054617
26.961	1736.050864
26.962	1736.047112
26.963	1736.04336
26.964	1736.039608
26.965	1736.035855
26.966	1736.032103
26.967	1736.02835
26.968	1736.024599
26.969	1736.020846
26.97	1736.017094
26.971	1736.013342
26.972	1736.00959
26.973	1736.005838
26.974	1736.002085
26.975	1735.998333
26.976	1735.99458
26.977	1735.990829
26.978	1735.987076
26.979	1735.983324
26.98	1735.979571
26.981	1735.975819
26.982	1735.972067
26.983	1735.968315
26.984	1735.964563
26.985	1735.96081
26.986	1735.957058
26.987	1735.953306
26.988	1735.949554
26.989	1735.945801
26.99	1735.942049
26.991	1735.938296
26.992	1735.934545
26.993	1735.930792
26.994	1735.92704
26.995	1735.923288
26.996	1735.919536
26.997	1735.915784
26.998	1735.912031
26.999	1735.908279
27	1735.904526
27.001	1735.900775
27.002	1735.897022
27.003	1735.89327
27.004	1735.889517
27.005	1735.885765
27.006	1735.882013
27.007	1735.878261
27.008	1735.874509
27.009	1735.870756
27.01	1735.867004
27.011	1735.863252
27.012	1735.8595
27.013	1735.855747
27.014	1735.852169
27.015	1735.84971
27.016	1735.847251
27.017	1735.844791
27.018	1735.842333
27.019	1735.839873
27.02	1735.837415
27.021	1735.834955
27.022	1735.832496
27.023	1735.830037
27.024	1735.827578
27.025	1735.825119
27.026	1735.82266
27.027	1735.8202
27.028	1735.817742
27.029	1735.815282
27.03	1735.812824
27.031	1735.810364
27.032	1735.807905
27.033	1735.805446
27.034	1735.802987
27.035	1735.800528
27.036	1735.798069
27.037	1735.795609
27.038	1735.793151
27.039	1735.790691
27.04	1735.788233
27.041	1735.785773
27.042	1735.783314
27.043	1735.780855
27.044	1735.778396
27.045	1735.775937
27.046	1735.773478
27.047	1735.771018
27.048	1735.76856
27.049	1735.7661
27.05	1735.763642
27.051	1735.761182
27.052	1735.758723
27.053	1735.756264
27.054	1735.753805
27.055	1735.751346
27.056	1735.748887
27.057	1735.746427
27.058	1735.743969
27.059	1735.741509
27.06	1735.739051
27.061	1735.736591
27.062	1735.734132
27.063	1735.731673
27.064	1735.729214
27.065	1735.726755
27.066	1735.724296
27.067	1735.721836
27.068	1735.719378
27.069	1735.716918
27.07	1735.71446
27.071	1735.712
27.072	1735.709541
27.073	1735.707082
27.074	1735.704623
27.075	1735.702164
27.076	1735.699705
27.077	1735.697245
27.078	1735.694787
27.079	1735.692327
27.08	1735.689868
27.081	1735.687409
27.082	1735.68495
27.083	1735.682491
27.084	1735.680032
27.085	1735.677572
27.086	1735.675114
27.087	1735.672654
27.088	1735.670196
27.089	1735.667736
27.09	1735.665277
27.091	1735.662818
27.092	1735.660359
27.093	1735.6579
27.094	1735.655441
27.095	1735.652981
27.096	1735.650523
27.097	1735.648063
27.098	1735.645605
27.099	1735.643145
27.1	1735.640686
27.101	1735.638227
27.102	1735.635768
27.103	1735.633309
27.104	1735.63085
27.105	1735.62839
27.106	1735.625932
27.107	1735.623472
27.108	1735.621014
27.109	1735.618554
27.11	1735.616095
27.111	1735.613636
27.112	1735.611177
27.113	1735.608718
27.114	1735.606259
27.115	1735.603799
27.116	1735.601341
27.117	1735.598881
27.118	1735.596423
27.119	1735.593963
27.12	1735.591504
27.121	1735.589045
27.122	1735.586586
27.123	1735.584127
27.124	1735.581668
27.125	1735.579208
27.126	1735.57675
27.127	1735.57429
27.128	1735.571832
27.129	1735.569372
27.13	1735.566913
27.131	1735.564454
27.132	1735.561995
27.133	1735.559536
27.134	1735.557077
27.135	1735.554617
27.136	1735.552159
27.137	1735.549699
27.138	1735.547241
27.139	1735.544781
27.14	1735.542322
27.141	1735.539863
27.142	1735.537404
27.143	1735.534945
27.144	1735.532486
27.145	1735.530026
27.146	1735.527568
27.147	1735.525108
27.148	1735.52265
27.149	1735.52019
27.15	1735.517731
27.151	1735.515272
27.152	1735.512813
27.153	1735.510354
27.154	1735.507895
27.155	1735.505435
27.156	1735.502977
27.157	1735.500517
27.158	1735.498059
27.159	1735.495599
27.16	1735.49314
27.161	1735.490681
27.162	1735.488222
27.163	1735.485763
27.164	1735.483304
27.165	1735.480844
27.166	1735.478386
27.167	1735.475926
27.168	1735.473468
27.169	1735.471008
27.17	1735.468549
27.171	1735.46609
27.172	1735.463631
27.173	1735.461172
27.174	1735.458713
27.175	1735.456253
27.176	1735.453795
27.177	1735.451335
27.178	1735.448876
27.179	1735.446417
27.18	1735.443958
27.181	1735.441499
27.182	1735.43904
27.183	1735.436581
27.184	1735.434122
27.185	1735.431662
27.186	1735.429203
27.187	1735.426744
27.188	1735.424285
27.189	1735.421826
27.19	1735.419367
27.191	1735.416908
27.192	1735.414449
27.193	1735.41199
27.194	1735.40953
27.195	1735.407071
27.196	1735.404612
27.197	1735.402153
27.198	1735.399694
27.199	1735.397235
27.2	1735.394776
27.201	1735.392317
27.202	1735.389857
27.203	1735.387398
27.204	1735.384939
27.205	1735.38248
27.206	1735.380021
27.207	1735.377562
27.208	1735.375103
27.209	1735.372644
27.21	1735.370185
27.211	1735.367726
27.212	1735.365266
27.213	1735.362807
27.214	1735.360348
27.215	1735.357889
27.216	1735.35543
27.217	1735.352971
27.218	1735.350512
27.219	1735.348053
27.22	1735.345593
27.221	1735.343135
27.222	1735.340675
27.223	1735.338216
27.224	1735.335757
27.225	1735.333298
27.226	1735.330839
27.227	1735.32838
27.228	1735.32592
27.229	1735.323462
27.23	1735.321002
27.231	1735.318544
27.232	1735.316084
27.233	1735.313625
27.234	1735.311166
27.235	1735.308707
27.236	1735.306248
27.237	1735.303789
27.238	1735.301329
27.239	1735.298871
27.24	1735.296411
27.241	1735.293953
27.242	1735.291493
27.243	1735.289034
27.244	1735.286575
27.245	1735.284116
27.246	1735.281657
27.247	1735.279198
27.248	1735.276738
27.249	1735.27428
27.25	1735.27182
27.251	1735.269362
27.252	1735.266902
27.253	1735.264443
27.254	1735.261984
27.255	1735.259525
27.256	1735.257066
27.257	1735.254607
27.258	1735.252147
27.259	1735.249689
27.26	1735.247229
27.261	1735.244771
27.262	1735.242311
27.263	1735.239852
27.264	1735.237393
27.265	1735.234934
27.266	1735.232475
27.267	1735.230016
27.268	1735.227556
27.269	1735.225098
27.27	1735.222638
27.271	1735.22018
27.272	1735.21772
27.273	1735.215261
27.274	1735.212802
27.275	1735.210343
27.276	1735.207884
27.277	1735.205425
27.278	1735.202965
27.279	1735.200507
27.28	1735.198047
27.281	1735.195589
27.282	1735.193129
27.283	1735.19067
27.284	1735.188211
27.285	1735.185752
27.286	1735.183293
27.287	1735.180834
27.288	1735.178374
27.289	1735.175916
27.29	1735.173456
27.291	1735.170998
27.292	1735.168538
27.293	1735.166079
27.294	1735.16362
27.295	1735.161161
27.296	1735.158702
27.297	1735.156243
27.298	1735.153783
27.299	1735.151325
27.3	1735.148865
27.301	1735.146407
27.302	1735.143947
27.303	1735.141488
27.304	1735.139029
27.305	1735.13657
27.306	1735.134111
27.307	1735.131652
27.308	1735.129192
27.309	1735.126734
27.31	1735.124274
27.311	1735.121816
27.312	1735.119356
27.313	1735.116897
27.314	1735.114438
27.315	1735.111979
27.316	1735.109519
27.317	1735.107061
27.318	1735.104601
27.319	1735.102143
27.32	1735.099683
27.321	1735.097224
27.322	1735.094765
27.323	1735.092306
27.324	1735.089847
27.325	1735.087388
27.326	1735.084928
27.327	1735.08247
27.328	1735.08001
27.329	1735.077552
27.33	1735.075092
27.331	1735.072633
27.332	1735.070174
27.333	1735.067715
27.334	1735.065256
27.335	1735.062797
27.336	1735.060337
27.337	1735.057879
27.338	1735.055419
27.339	1735.052961
27.34	1735.050501
27.341	1735.048042
27.342	1735.045583
27.343	1735.043124
27.344	1735.040665
27.345	1735.038206
27.346	1735.035746
27.347	1735.033288
27.348	1735.030828
27.349	1735.02837
27.35	1735.02591
27.351	1735.023451
27.352	1735.020992
27.353	1735.018533
27.354	1735.016074
27.355	1735.013615
27.356	1735.011155
27.357	1735.008697
27.358	1735.006237
27.359	1735.003779
27.36	1735.001319
27.361	1734.998928
27.362	1734.996536
27.363	1734.994146
27.364	1734.991754
27.365	1734.989363
27.366	1734.986971
27.367	1734.98458
27.368	1734.982189
27.369	1734.979798
27.37	1734.977407
27.371	1734.975015
27.372	1734.972624
27.373	1734.970232
27.374	1734.967842
27.375	1734.96545
27.376	1734.963059
27.377	1734.960667
27.378	1734.958276
27.379	1734.955459
27.38	1734.952439
27.381	1734.949417
27.382	1734.946397
27.383	1734.943375
27.384	1734.940354
27.385	1734.937333
27.386	1734.934312
27.387	1734.931291
27.388	1734.92827
27.389	1734.925249
27.39	1734.922228
27.391	1734.919207
27.392	1734.916186
27.393	1734.913165
27.394	1734.910144
27.395	1734.907123
27.396	1734.904102
27.397	1734.901081
27.398	1734.898059
27.399	1734.895039
27.4	1734.892017
27.401	1734.888997
27.402	1734.885975
27.403	1734.882955
27.404	1734.879933
27.405	1734.876912
27.406	1734.873891
27.407	1734.87087
27.408	1734.867849
27.409	1734.864828
27.41	1734.861807
27.411	1734.858786
27.412	1734.855764
27.413	1734.852744
27.414	1734.849722
27.415	1734.846702
27.416	1734.84368
27.417	1734.84066
27.418	1734.837638
27.419	1734.834617
27.42	1734.831597
27.421	1734.828575
27.422	1734.825555
27.423	1734.822533
27.424	1734.819512
27.425	1734.816491
27.426	1734.81347
27.427	1734.810449
27.428	1734.807428
27.429	1734.804407
27.43	1734.801386
27.431	1734.798365
27.432	1734.795344
27.433	1734.792322
27.434	1734.789302
27.435	1734.78628
27.436	1734.78326
27.437	1734.780238
27.438	1734.777217
27.439	1734.774196
27.44	1734.771175
27.441	1734.768154
27.442	1734.765133
27.443	1734.762112
27.444	1734.759091
27.445	1734.75607
27.446	1734.753049
27.447	1734.750027
27.448	1734.747007
27.449	1734.743986
27.45	1734.740965
27.451	1734.737944
27.452	1734.734922
27.453	1734.731902
27.454	1734.72888
27.455	1734.72586
27.456	1734.722838
27.457	1734.719818
27.458	1734.716796
27.459	1734.713775
27.46	1734.710754
27.461	1734.707733
27.462	1734.704712
27.463	1734.701691
27.464	1734.69867
27.465	1734.695649
27.466	1734.692627
27.467	1734.689607
27.468	1734.686585
27.469	1734.683565
27.47	1734.680543
27.471	1734.677523
27.472	1734.674501
27.473	1734.67148
27.474	1734.668459
27.475	1734.665438
27.476	1734.662418
27.477	1734.659396
27.478	1734.656375
27.479	1734.653354
27.48	1734.650333
27.481	1734.647312
27.482	1734.644291
27.483	1734.64127
27.484	1734.638249
27.485	1734.635228
27.486	1734.632207
27.487	1734.629185
27.488	1734.626165
27.489	1734.623143
27.49	1734.620123
27.491	1734.617101
27.492	1734.61408
27.493	1734.611059
27.494	1734.608038
27.495	1734.605017
27.496	1734.601996
27.497	1734.598975
27.498	1734.595954
27.499	1734.592932
27.5	1734.589912
27.501	1734.58689
27.502	1734.58387
27.503	1734.580849
27.504	1734.577828
27.505	1734.574807
27.506	1734.571785
27.507	1734.568765
27.508	1734.565743
27.509	1734.562723
27.51	1734.559701
27.511	1734.556681
27.512	1734.553659
27.513	1734.550638
27.514	1734.547617
27.515	1734.544596
27.516	1734.541575
27.517	1734.538554
27.518	1734.535533
27.519	1734.532512
27.52	1734.52949
27.521	1734.52647
27.522	1734.523448
27.523	1734.520428
27.524	1734.517406
27.525	1734.514386
27.526	1734.511364
27.527	1734.508682
27.528	1734.506279
27.529	1734.503876
27.53	1734.501472
27.531	1734.499068
27.532	1734.496665
27.533	1734.494262
27.534	1734.491859
27.535	1734.489456
27.536	1734.487052
27.537	1734.484649
27.538	1734.482246
27.539	1734.479843
27.54	1734.477439
27.541	1734.475036
27.542	1734.472633
27.543	1734.47023
27.544	1734.467826
27.545	1734.465423
27.546	1734.46302
27.547	1734.460617
27.548	1734.458213
27.549	1734.45581
27.55	1734.453406
27.551	1734.451003
27.552	1734.448599
27.553	1734.446196
27.554	1734.443793
27.555	1734.44139
27.556	1734.438986
27.557	1734.436583
27.558	1734.43418
27.559	1734.431777
27.56	1734.429373
27.561	1734.42697
27.562	1734.424567
27.563	1734.422164
27.564	1734.41976
27.565	1734.417357
27.566	1734.414954
27.567	1734.412551
27.568	1734.410147
27.569	1734.407744
27.57	1734.40534
27.571	1734.402937
27.572	1734.400533
27.573	1734.39813
27.574	1734.395727
27.575	1734.393324
27.576	1734.390921
27.577	1734.388517
27.578	1734.386114
27.579	1734.383711
27.58	1734.381308
27.581	1734.378904
27.582	1734.376501
27.583	1734.374098
27.584	1734.371695
27.585	1734.369291
27.586	1734.366888
27.587	1734.364485
27.588	1734.362082
27.589	1734.359678
27.59	1734.357275
27.591	1734.354871
27.592	1734.352468
27.593	1734.350064
27.594	1734.347661
27.595	1734.345258
27.596	1734.342855
27.597	1734.340451
27.598	1734.338048
27.599	1734.335645
27.6	1734.333242
27.601	1734.330838
27.602	1734.328435
27.603	1734.326032
27.604	1734.323629
27.605	1734.321225
27.606	1734.318822
27.607	1734.316419
27.608	1734.314016
27.609	1734.311612
27.61	1734.309209
27.611	1734.306805
27.612	1734.304402
27.613	1734.301999
27.614	1734.299595
27.615	1734.297192
27.616	1734.294789
27.617	1734.292386
27.618	1734.289982
27.619	1734.287579
27.62	1734.285176
27.621	1734.282773
27.622	1734.280369
27.623	1734.277966
27.624	1734.275563
27.625	1734.27316
27.626	1734.270756
27.627	1734.268353
27.628	1734.26595
27.629	1734.263547
27.63	1734.261143
27.631	1734.258739
27.632	1734.256336
27.633	1734.253933
27.634	1734.251529
27.635	1734.249126
27.636	1734.246723
27.637	1734.24432
27.638	1734.241916
27.639	1734.239513
27.64	1734.23711
27.641	1734.234707
27.642	1734.232303
27.643	1734.2299
27.644	1734.227497
27.645	1734.225094
27.646	1734.22269
27.647	1734.220287
27.648	1734.217884
27.649	1734.215481
27.65	1734.213077
27.651	1734.210674
27.652	1734.20827
27.653	1734.205867
27.654	1734.203464
27.655	1734.20106
27.656	1734.198657
27.657	1734.196254
27.658	1734.193851
27.659	1734.191447
27.66	1734.189044
27.661	1734.186641
27.662	1734.184238
27.663	1734.181834
27.664	1734.179431
27.665	1734.177028
27.666	1734.174625
27.667	1734.172221
27.668	1734.169818
27.669	1734.167415
27.67	1734.165012
27.671	1734.162608
27.672	1734.160204
27.673	1734.157801
27.674	1734.155398
27.675	1734.152994
27.676	1734.150591
27.677	1734.148188
27.678	1734.145785
27.679	1734.143381
27.68	1734.140978
27.681	1734.138575
27.682	1734.136172
27.683	1734.133768
27.684	1734.131365
27.685	1734.128962
27.686	1734.126559
27.687	1734.124156
27.688	1734.121752
27.689	1734.119349
27.69	1734.116946
27.691	1734.114542
27.692	1734.112138
27.693	1734.109735
27.694	1734.107332
27.695	1734.104929
27.696	1734.102525
27.697	1734.100122
27.698	1734.097719
27.699	1734.095316
27.7	1734.092912
27.701	1734.090509
27.702	1734.088106
27.703	1734.085703
27.704	1734.083299
27.705	1734.080896
27.706	1734.078493
27.707	1734.07609
27.708	1734.073686
27.709	1734.071283
27.71	1734.06888
27.711	1734.066476
27.712	1734.064073
27.713	1734.061669
27.714	1734.059266
27.715	1734.056863
27.716	1734.054459
27.717	1734.052056
27.718	1734.049653
27.719	1734.04725
27.72	1734.044846
27.721	1734.042443
27.722	1734.04004
27.723	1734.037637
27.724	1734.035234
27.725	1734.03283
27.726	1734.030427
27.727	1734.028024
27.728	1734.025621
27.729	1734.023217
27.73	1734.020814
27.731	1734.018411
27.732	1734.016007
27.733	1734.013603
27.734	1734.0112
27.735	1734.008797
27.736	1734.006394
27.737	1734.00399
27.738	1734.001587
27.739	1733.999184
27.74	1733.996781
27.741	1733.994377
27.742	1733.991974
27.743	1733.989571
27.744	1733.987168
27.745	1733.984764
27.746	1733.982361
27.747	1733.979958
27.748	1733.977555
27.749	1733.975151
27.75	1733.972748
27.751	1733.970345
27.752	1733.967941
27.753	1733.965537
27.754	1733.963134
27.755	1733.960731
27.756	1733.958328
27.757	1733.955924
27.758	1733.953521
27.759	1733.951118
27.76	1733.948715
27.761	1733.946311
27.762	1733.943908
27.763	1733.941505
27.764	1733.939102
27.765	1733.936699
27.766	1733.934295
27.767	1733.931892
27.768	1733.929489
27.769	1733.927086
27.77	1733.924682
27.771	1733.922279
27.772	1733.919875
27.773	1733.917472
27.774	1733.915068
27.775	1733.912665
27.776	1733.910262
27.777	1733.907859
27.778	1733.905455
27.779	1733.903052
27.78	1733.900649
27.781	1733.898246
27.782	1733.895842
27.783	1733.893439
27.784	1733.891036
27.785	1733.888633
27.786	1733.886229
27.787	1733.883826
27.788	1733.881423
27.789	1733.87902
27.79	1733.876616
27.791	1733.874213
27.792	1733.87181
27.793	1733.869406
27.794	1733.867002
27.795	1733.864599
27.796	1733.862196
27.797	1733.859793
27.798	1733.857389
27.799	1733.854986
27.8	1733.852583
27.801	1733.85018
27.802	1733.847777
27.803	1733.845373
27.804	1733.84297
27.805	1733.840567
27.806	1733.838164
27.807	1733.83576
27.808	1733.833357
27.809	1733.830954
27.81	1733.828551
27.811	1733.826147
27.812	1733.823744
27.813	1733.82134
27.814	1733.818937
27.815	1733.816533
27.816	1733.81413
27.817	1733.811727
27.818	1733.809324
27.819	1733.80692
27.82	1733.804517
27.821	1733.802114
27.822	1733.799711
27.823	1733.797307
27.824	1733.794904
27.825	1733.792501
27.826	1733.790098
27.827	1733.787694
27.828	1733.785291
27.829	1733.782888
27.83	1733.780485
27.831	1733.778081
27.832	1733.775678
27.833	1733.773274
27.834	1733.770871
27.835	1733.768467
27.836	1733.766064
27.837	1733.763661
27.838	1733.761258
27.839	1733.758855
27.84	1733.756451
27.841	1733.754048
27.842	1733.751645
27.843	1733.749242
27.844	1733.746838
27.845	1733.744435
27.846	1733.742032
27.847	1733.739629
27.848	1733.737225
27.849	1733.734822
27.85	1733.732419
27.851	1733.730016
27.852	1733.727612
27.853	1733.725209
27.854	1733.722805
27.855	1733.720402
27.856	1733.717998
27.857	1733.715595
27.858	1733.713192
27.859	1733.710789
27.86	1733.708385
27.861	1733.705982
27.862	1733.703579
27.863	1733.701176
27.864	1733.698772
27.865	1733.696369
27.866	1733.693966
27.867	1733.691563
27.868	1733.689159
27.869	1733.686756
27.87	1733.684353
27.871	1733.68195
27.872	1733.679546
27.873	1733.677143
27.874	1733.674739
27.875	1733.672336
27.876	1733.669933
27.877	1733.667529
27.878	1733.665126
27.879	1733.662723
27.88	1733.66032
27.881	1733.657916
27.882	1733.655513
27.883	1733.65311
27.884	1733.650707
27.885	1733.648303
27.886	1733.6459
27.887	1733.643497
27.888	1733.641094
27.889	1733.63869
27.89	1733.636287
27.891	1733.633884
27.892	1733.631481
27.893	1733.629077
27.894	1733.626673
27.895	1733.62427
27.896	1733.621867
27.897	1733.619463
27.898	1733.61706
27.899	1733.614809
27.9	1733.613474
27.901	1733.61214
27.902	1733.610804
27.903	1733.609469
27.904	1733.608134
27.905	1733.606798
27.906	1733.605463
27.907	1733.604128
27.908	1733.602793
27.909	1733.601458
27.91	1733.600122
27.911	1733.598787
27.912	1733.597452
27.913	1733.596116
27.914	1733.594782
27.915	1733.593447
27.916	1733.592111
27.917	1733.590776
27.918	1733.589441
27.919	1733.588105
27.92	1733.586771
27.921	1733.585435
27.922	1733.5841
27.923	1733.582765
27.924	1733.581429
27.925	1733.580094
27.926	1733.57876
27.927	1733.577424
27.928	1733.576089
27.929	1733.574754
27.93	1733.573418
27.931	1733.572083
27.932	1733.570749
27.933	1733.569413
27.934	1733.568078
27.935	1733.566742
27.936	1733.565407
27.937	1733.564072
27.938	1733.562737
27.939	1733.561402
27.94	1733.560067
27.941	1733.558731
27.942	1733.557396
27.943	1733.556061
27.944	1733.554726
27.945	1733.553391
27.946	1733.552056
27.947	1733.55072
27.948	1733.549385
27.949	1733.54805
27.95	1733.546715
27.951	1733.54538
27.952	1733.544044
27.953	1733.542709
27.954	1733.541374
27.955	1733.540038
27.956	1733.538704
27.957	1733.537369
27.958	1733.536033
27.959	1733.534698
27.96	1733.533363
27.961	1733.532027
27.962	1733.530693
27.963	1733.529357
27.964	1733.528022
27.965	1733.526687
27.966	1733.525351
27.967	1733.524016
27.968	1733.522682
27.969	1733.521346
27.97	1733.520011
27.971	1733.518676
27.972	1733.51734
27.973	1733.516005
27.974	1733.514671
27.975	1733.513335
27.976	1733.512
27.977	1733.510664
27.978	1733.509329
27.979	1733.507994
27.98	1733.506659
27.981	1733.505324
27.982	1733.503989
27.983	1733.502653
27.984	1733.501318
27.985	1733.499983
27.986	1733.498648
27.987	1733.497313
27.988	1733.495978
27.989	1733.494642
27.99	1733.493307
27.991	1733.491972
27.992	1733.490637
27.993	1733.489302
27.994	1733.487966
27.995	1733.486631
27.996	1733.485296
27.997	1733.48396
27.998	1733.482626
27.999	1733.481291
28	1733.479955
28.001	1733.47862
28.002	1733.477285
28.003	1733.475949
28.004	1733.474615
28.005	1733.473279
28.006	1733.471944
28.007	1733.470609
28.008	1733.469273
28.009	1733.467938
28.01	1733.466604
28.011	1733.465268
28.012	1733.463933
28.013	1733.462598
28.014	1733.461262
28.015	1733.459927
28.016	1733.458592
28.017	1733.457257
28.018	1733.455922
28.019	1733.454586
28.02	1733.453251
28.021	1733.451916
28.022	1733.450581
28.023	1733.449246
28.024	1733.447911
28.025	1733.446575
28.026	1733.44524
28.027	1733.443905
28.028	1733.44257
28.029	1733.441235
28.03	1733.4399
28.031	1733.438564
28.032	1733.437229
28.033	1733.435893
28.034	1733.434559
28.035	1733.433224
28.036	1733.431888
28.037	1733.430553
28.038	1733.429218
28.039	1733.427882
28.04	1733.426548
28.041	1733.425213
28.042	1733.423877
28.043	1733.422542
28.044	1733.421207
28.045	1733.419871
28.046	1733.418537
28.047	1733.417201
28.048	1733.415866
28.049	1733.414531
28.05	1733.413195
28.051	1733.41186
28.052	1733.410526
28.053	1733.40919
28.054	1733.407855
28.055	1733.40652
28.056	1733.405184
28.057	1733.403849
28.058	1733.402514
28.059	1733.401179
28.06	1733.399844
28.061	1733.398508
28.062	1733.397173
28.063	1733.395838
28.064	1733.394503
28.065	1733.393168
28.066	1733.391833
28.067	1733.390497
28.068	1733.389162
28.069	1733.387827
28.07	1733.386492
28.071	1733.385157
28.072	1733.383822
28.073	1733.382486
28.074	1733.381151
28.075	1733.379815
28.076	1733.378481
28.077	1733.377146
28.078	1733.37581
28.079	1733.374475
28.08	1733.37314
28.081	1733.371804
28.082	1733.37047
28.083	1733.369135
28.084	1733.367799
28.085	1733.366464
28.086	1733.365129
28.087	1733.363793
28.088	1733.362459
28.089	1733.361123
28.09	1733.359788
